VALOR,;VIGENCIADESDE;VIGENCIAHASTA
$4,713.08,;3/05/23;3/05/23
$4,669.00,;29/04/23;2/05/23
$4,654.14,;28/04/23;28/04/23
$4,552.59,;27/04/23;27/04/23
$4,486.60,;26/04/23;26/04/23
$4,482.45,;25/04/23;25/04/23
$4,523.64,;22/04/23;24/04/23
$4,535.78,;21/04/23;21/04/23
$4,532.43,;20/04/23;20/04/23
$4,473.07,;19/04/23;19/04/23
$4,431.45,;18/04/23;18/04/23
$4,425.27,;15/04/23;17/04/23
$4,424.02,;14/04/23;14/04/23
$4,458.87,;13/04/23;13/04/23
$4,516.76,;12/04/23;12/04/23
$4,564.24,;11/04/23;11/04/23
$4,570.91,;6/04/23;10/04/23
$4,587.31,;5/04/23;5/04/23
$4,603.00,;4/04/23;4/04/23
$4,646.08,;1/04/23;3/04/23
$4,627.27,;31/03/23;31/03/23
$4,627.63,;30/03/23;30/03/23
$4,658.79,;29/03/23;29/03/23
$4,686.83,;28/03/23;28/03/23
$4,741.76,;25/03/23;27/03/23
$4,755.12,;24/03/23;24/03/23
$4,776.09,;23/03/23;23/03/23
$4,804.29,;22/03/23;22/03/23
$4,824.25,;18/03/23;21/03/23
$4,866.50,;17/03/23;17/03/23
$4,835.51,;16/03/23;16/03/23
$4,736.03,;15/03/23;15/03/23
$4,769.76,;14/03/23;14/03/23
$4,748.14,;11/03/23;13/03/23
$4,748.61,;10/03/23;10/03/23
$4,755.59,;9/03/23;9/03/23
$4,744.95,;8/03/23;8/03/23
$4,734.42,;7/03/23;7/03/23
$4,780.89,;4/03/23;6/03/23
$4,855.83,;3/03/23;3/03/23
$4,848.78,;2/03/23;2/03/23
$4,814.11,;1/03/23;1/03/23
$4,808.14,;28/02/23;28/02/23
$4,849.65,;25/02/23;27/02/23
$4,853.90,;24/02/23;24/02/23
$4,924.91,;23/02/23;23/02/23
$4,950.33,;22/02/23;22/02/23
$4,918.94,;18/02/23;21/02/23
$4,966.33,;17/02/23;17/02/23
$4,878.24,;16/02/23;16/02/23
$4,783.24,;15/02/23;15/02/23
$4,818.62,;14/02/23;14/02/23
$4,777.73,;11/02/23;13/02/23
$4,742.05,;10/02/23;10/02/23
$4,769.85,;9/02/23;9/02/23
$4,775.99,;8/02/23;8/02/23
$4,776.25,;7/02/23;7/02/23
$4,669.74,;4/02/23;6/02/23
$4,584.44,;3/02/23;3/02/23
$4,639.04,;2/02/23;2/02/23
$4,648.70,;1/02/23;1/02/23
$4,632.20,;31/01/23;31/01/23
$4,548.50,;28/01/23;30/01/23
$4,531.75,;27/01/23;27/01/23
$4,538.91,;26/01/23;26/01/23
$4,545.94,;25/01/23;25/01/23
$4,551.02,;24/01/23;24/01/23
$4,631.64,;21/01/23;23/01/23
$4,683.85,;20/01/23;20/01/23
$4,702.67,;19/01/23;19/01/23
$4,691.09,;18/01/23;18/01/23
$4,693.99,;14/01/23;17/01/23
$4,692.04,;13/01/23;13/01/23
$4,748.54,;12/01/23;12/01/23
$4,807.85,;11/01/23;11/01/23
$4,885.66,;7/01/23;10/01/23
$4,989.58,;6/01/23;6/01/23
$4,924.00,;5/01/23;5/01/23
$4,842.26,;4/01/23;4/01/23
$4,810.20,;30/12/22;3/01/23
$4,765.92,;29/12/22;29/12/22
$4,766.82,;28/12/22;28/12/22
$4,745.04,;24/12/22;27/12/22
$4,760.61,;23/12/22;23/12/22
$4,761.64,;22/12/22;22/12/22
$4,769.29,;21/12/22;21/12/22
$4,781.28,;20/12/22;20/12/22
$4,802.48,;17/12/22;19/12/22
$4,797.02,;16/12/22;16/12/22
$4,778.28,;15/12/22;15/12/22
$4,791.57,;14/12/22;14/12/22
$4,836.24,;13/12/22;13/12/22
$4,815.99,;10/12/22;12/12/22
$4,825.83,;8/12/22;9/12/22
$4,818.32,;7/12/22;7/12/22
$4,812.37,;6/12/22;6/12/22
$4,767.19,;3/12/22;5/12/22
$4,779.06,;2/12/22;2/12/22
$4,815.59,;1/12/22;1/12/22
$4,809.51,;30/11/22;30/11/22
$4,840.60,;29/11/22;29/11/22
$4,881.41,;26/11/22;28/11/22
$4,875.91,;24/11/22;25/11/22
$4,914.34,;23/11/22;23/11/22
$4,958.42,;22/11/22;22/11/22
$4,994.61,;19/11/22;21/11/22
$5,022.03,;18/11/22;18/11/22
$4,922.70,;17/11/22;17/11/22
$4,801.06,;16/11/22;16/11/22
$4,806.07,;11/11/22;15/11/22
$4,914.71,;10/11/22;10/11/22
$5,013.20,;9/11/22;9/11/22
$5,061.21,;5/11/22;8/11/22
$5,058.02,;4/11/22;4/11/22
$5,015.84,;3/11/22;3/11/22
$4,975.58,;2/11/22;2/11/22
$4,898.74,;1/11/22;1/11/22
$4,819.42,;29/10/22;31/10/22
$4,821.92,;28/10/22;28/10/22
$4,895.29,;27/10/22;27/10/22
$4,948.14,;26/10/22;26/10/22
$4,968.94,;25/10/22;25/10/22
$4,913.24,;22/10/22;24/10/22
$4,885.50,;21/10/22;21/10/22
$4,815.09,;20/10/22;20/10/22
$4,744.04,;19/10/22;19/10/22
$4,636.83,;15/10/22;18/10/22
$4,619.78,;14/10/22;14/10/22
$4,611.18,;13/10/22;13/10/22
$4,611.88,;12/10/22;12/10/22
$4,605.29,;8/10/22;11/10/22
$4,627.61,;7/10/22;7/10/22
$4,548.89,;6/10/22;6/10/22
$4,484.74,;5/10/22;5/10/22
$4,545.66,;4/10/22;4/10/22
$4,590.54,;1/10/22;3/10/22
$4,532.07,;30/09/22;30/09/22
$4,486.94,;29/09/22;29/09/22
$4,556.42,;28/09/22;28/09/22
$4,496.99,;27/09/22;27/09/22
$4,426.47,;24/09/22;26/09/22
$4,379.80,;23/09/22;23/09/22
$4,403.82,;22/09/22;22/09/22
$4,420.38,;21/09/22;21/09/22
$4,415.11,;20/09/22;20/09/22
$4,435.84,;17/09/22;19/09/22
$4,404.64,;16/09/22;16/09/22
$4,389.80,;15/09/22;15/09/22
$4,413.89,;14/09/22;14/09/22
$4,346.91,;13/09/22;13/09/22
$4,365.32,;10/09/22;12/09/22
$4,396.69,;9/09/22;9/09/22
$4,446.36,;8/09/22;8/09/22
$4,480.10,;7/09/22;7/09/22
$4,466.73,;3/09/22;6/09/22
$4,467.03,;2/09/22;2/09/22
$4,422.77,;1/09/22;1/09/22
$4,400.16,;31/08/22;31/08/22
$4,386.13,;30/08/22;30/08/22
$4,388.02,;27/08/22;29/08/22
$4,407.95,;26/08/22;26/08/22
$4,380.19,;25/08/22;25/08/22
$4,374.45,;24/08/22;24/08/22
$4,399.16,;23/08/22;23/08/22
$4,400.25,;20/08/22;22/08/22
$4,413.86,;19/08/22;19/08/22
$4,316.47,;18/08/22;18/08/22
$4,218.48,;17/08/22;17/08/22
$4,185.49,;13/08/22;16/08/22
$4,231.45,;12/08/22;12/08/22
$4,273.82,;11/08/22;11/08/22
$4,309.69,;10/08/22;10/08/22
$4,307.09,;9/08/22;9/08/22
$4,337.28,;6/08/22;8/08/22
$4,268.30,;5/08/22;5/08/22
$4,331.15,;4/08/22;4/08/22
$4,313.30,;3/08/22;3/08/22
$4,245.99,;2/08/22;2/08/22
$4,300.30,;30/07/22;1/08/22
$4,375.51,;29/07/22;29/07/22
$4,420.75,;28/07/22;28/07/22
$4,445.01,;27/07/22;27/07/22
$4,461.63,;26/07/22;26/07/22
$4,423.86,;23/07/22;25/07/22
$4,410.14,;22/07/22;22/07/22
$4,303.34,;20/07/22;21/07/22
$4,315.41,;19/07/22;19/07/22
$4,395.63,;16/07/22;18/07/22
$4,519.65,;15/07/22;15/07/22
$4,558.05,;14/07/22;14/07/22
$4,627.46,;13/07/22;13/07/22
$4,513.28,;12/07/22;12/07/22
$4,388.27,;9/07/22;11/07/22
$4,369.70,;8/07/22;8/07/22
$4,348.68,;7/07/22;7/07/22
$4,259.86,;6/07/22;6/07/22
$4,198.77,;2/07/22;5/07/22
$4,151.21,;1/07/22;1/07/22
$4,127.47,;30/06/22;30/06/22
$4,089.72,;29/06/22;29/06/22
$4,129.87,;25/06/22;28/06/22
$4,068.75,;24/06/22;24/06/22
$4,026.52,;23/06/22;23/06/22
$4,026.92,;22/06/22;22/06/22
$3,905.05,;18/06/22;21/06/22
$3,912.15,;17/06/22;17/06/22
$3,923.96,;16/06/22;16/06/22
$3,979.30,;15/06/22;15/06/22
$4,016.50,;14/06/22;14/06/22
$3,912.51,;11/06/22;13/06/22
$3,833.34,;10/06/22;10/06/22
$3,782.65,;9/06/22;9/06/22
$3,790.88,;8/06/22;8/06/22
$3,799.50,;7/06/22;7/06/22
$3,771.63,;4/06/22;6/06/22
$3,784.98,;3/06/22;3/06/22
$3,791.74,;2/06/22;2/06/22
$3,776.52,;1/06/22;1/06/22
$3,912.34,;28/05/22;31/05/22
$3,930.89,;27/05/22;27/05/22
$3,959.05,;26/05/22;26/05/22
$3,971.28,;25/05/22;25/05/22
$3,950.35,;24/05/22;24/05/22
$3,989.84,;21/05/22;23/05/22
$4,050.88,;20/05/22;20/05/22
$4,054.71,;19/05/22;19/05/22
$4,033.85,;18/05/22;18/05/22
$4,070.25,;17/05/22;17/05/22
$4,110.53,;14/05/22;16/05/22
$4,109.71,;13/05/22;13/05/22
$4,080.32,;12/05/22;12/05/22
$4,086.71,;11/05/22;11/05/22
$4,085.76,;10/05/22;10/05/22
$4,053.93,;7/05/22;9/05/22
$4,086.08,;6/05/22;6/05/22
$4,056.41,;5/05/22;5/05/22
$4,016.34,;4/05/22;4/05/22
$4,004.07,;3/05/22;3/05/22
$3,966.27,;30/04/22;2/05/22
$3,984.77,;29/04/22;29/04/22
$3,967.32,;28/04/22;28/04/22
$3,947.63,;27/04/22;27/04/22
$3,931.74,;26/04/22;26/04/22
$3,819.07,;23/04/22;25/04/22
$3,759.54,;22/04/22;22/04/22
$3,758.65,;21/04/22;21/04/22
$3,755.85,;20/04/22;20/04/22
$3,731.31,;19/04/22;19/04/22
$3,737.32,;14/04/22;18/04/22
$3,736.70,;13/04/22;13/04/22
$3,744.16,;12/04/22;12/04/22
$3,777.41,;9/04/22;11/04/22
$3,771.83,;8/04/22;8/04/22
$3,746.51,;7/04/22;7/04/22
$3,723.79,;6/04/22;6/04/22
$3,706.95,;5/04/22;5/04/22
$3,774.79,;2/04/22;4/04/22
$3,756.03,;1/04/22;1/04/22
$3,748.15,;31/03/22;31/03/22
$3,765.96,;30/03/22;30/03/22
$3,785.70,;29/03/22;29/03/22
$3,785.66,;26/03/22;28/03/22
$3,798.90,;25/03/22;25/03/22
$3,756.64,;24/03/22;24/03/22
$3,765.67,;23/03/22;23/03/22
$3,820.67,;19/03/22;22/03/22
$3,816.43,;18/03/22;18/03/22
$3,826.89,;17/03/22;17/03/22
$3,836.56,;16/03/22;16/03/22
$3,800.85,;15/03/22;15/03/22
$3,827.64,;12/03/22;14/03/22
$3,786.00,;11/03/22;11/03/22
$3,746.43,;10/03/22;10/03/22
$3,787.18,;9/03/22;9/03/22
$3,813.41,;8/03/22;8/03/22
$3,806.11,;5/03/22;7/03/22
$3,771.77,;4/03/22;4/03/22
$3,862.95,;3/03/22;3/03/22
$3,901.62,;2/03/22;2/03/22
$3,910.28,;1/03/22;1/03/22
$3,910.64,;26/02/22;28/02/22
$3,940.20,;25/02/22;25/02/22
$3,913.79,;24/02/22;24/02/22
$3,932.40,;23/02/22;23/02/22
$3,927.25,;19/02/22;22/02/22
$3,953.26,;18/02/22;18/02/22
$3,963.72,;17/02/22;17/02/22
$3,946.88,;16/02/22;16/02/22
$3,938.97,;15/02/22;15/02/22
$3,917.52,;12/02/22;14/02/22
$3,917.75,;11/02/22;11/02/22
$3,939.31,;10/02/22;10/02/22
$3,965.41,;9/02/22;9/02/22
$3,963.84,;8/02/22;8/02/22
$3,962.68,;5/02/22;7/02/22
$3,951.96,;4/02/22;4/02/22
$3,928.05,;3/02/22;3/02/22
$3,923.61,;2/02/22;2/02/22
$3,942.73,;1/02/22;1/02/22
$3,982.60,;29/01/22;31/01/22
$3,944.04,;28/01/22;28/01/22
$3,947.83,;27/01/22;27/01/22
$3,987.32,;26/01/22;26/01/22
$3,977.51,;25/01/22;25/01/22
$3,964.30,;22/01/22;24/01/22
$3,980.80,;21/01/22;21/01/22
$4,003.95,;20/01/22;20/01/22
$4,033.37,;19/01/22;19/01/22
$3,993.65,;15/01/22;18/01/22
$3,950.40,;14/01/22;14/01/22
$3,970.08,;13/01/22;13/01/22
$4,011.65,;12/01/22;12/01/22
$4,043.46,;8/01/22;11/01/22
$4,039.31,;7/01/22;7/01/22
$4,042.36,;6/01/22;6/01/22
$4,084.11,;5/01/22;5/01/22
$4,082.75,;4/01/22;4/01/22
$3,981.16,;31/12/21;3/01/22
$4,023.68,;30/12/21;30/12/21
$4,004.00,;29/12/21;29/12/21
$3,989.41,;28/12/21;28/12/21
$3,994.15,;25/12/21;27/12/21
$3,997.09,;24/12/21;24/12/21
$3,997.71,;23/12/21;23/12/21
$3,996.28,;22/12/21;22/12/21
$4,002.12,;21/12/21;21/12/21
$3,999.85,;18/12/21;20/12/21
$4,002.97,;17/12/21;17/12/21
$3,990.27,;16/12/21;16/12/21
$3,936.41,;15/12/21;15/12/21
$3,886.87,;14/12/21;14/12/21
$3,887.71,;11/12/21;13/12/21
$3,899.87,;10/12/21;10/12/21
$3,906.10,;8/12/21;9/12/21
$3,944.00,;7/12/21;7/12/21
$3,948.33,;4/12/21;6/12/21
$3,945.18,;3/12/21;3/12/21
$3,953.26,;2/12/21;2/12/21
$4,004.54,;1/12/21;1/12/21
$4,010.98,;30/11/21;30/11/21
$4,008.13,;27/11/21;29/11/21
$3,969.49,;25/11/21;26/11/21
$3,944.37,;24/11/21;24/11/21
$3,913.26,;23/11/21;23/11/21
$3,923.53,;20/11/21;22/11/21
$3,943.43,;19/11/21;19/11/21
$3,907.95,;18/11/21;18/11/21
$3,898.84,;17/11/21;17/11/21
$3,888.53,;13/11/21;16/11/21
$3,875.38,;11/11/21;12/11/21
$3,876.86,;10/11/21;10/11/21
$3,874.41,;9/11/21;9/11/21
$3,881.76,;6/11/21;8/11/21
$3,847.40,;5/11/21;5/11/21
$3,837.84,;4/11/21;4/11/21
$3,778.69,;3/11/21;3/11/21
$3,784.44,;30/10/21;2/11/21
$3,766.10,;29/10/21;29/10/21
$3,761.21,;28/10/21;28/10/21
$3,774.46,;27/10/21;27/10/21
$3,769.98,;26/10/21;26/10/21
$3,780.38,;23/10/21;25/10/21
$3,783.30,;22/10/21;22/10/21
$3,770.58,;21/10/21;21/10/21
$3,766.94,;20/10/21;20/10/21
$3,772.49,;16/10/21;19/10/21
$3,755.29,;15/10/21;15/10/21
$3,725.75,;14/10/21;14/10/21
$3,738.48,;13/10/21;13/10/21
$3,765.80,;9/10/21;12/10/21
$3,772.44,;8/10/21;8/10/21
$3,788.03,;7/10/21;7/10/21
$3,796.30,;6/10/21;6/10/21
$3,786.05,;5/10/21;5/10/21
$3,781.35,;2/10/21;4/10/21
$3,812.77,;1/10/21;1/10/21
$3,834.68,;30/09/21;30/09/21
$3,841.94,;29/09/21;29/09/21
$3,837.91,;28/09/21;28/09/21
$3,844.88,;25/09/21;27/09/21
$3,835.67,;24/09/21;24/09/21
$3,834.66,;23/09/21;23/09/21
$3,843.77,;22/09/21;22/09/21
$3,851.22,;21/09/21;21/09/21
$3,828.18,;18/09/21;20/09/21
$3,818.16,;17/09/21;17/09/21
$3,825.36,;16/09/21;16/09/21
$3,830.83,;15/09/21;15/09/21
$3,835.27,;14/09/21;14/09/21
$3,836.85,;11/09/21;13/09/21
$3,829.72,;10/09/21;10/09/21
$3,816.14,;9/09/21;9/09/21
$3,812.76,;8/09/21;8/09/21
$3,790.04,;4/09/21;7/09/21
$3,780.85,;3/09/21;3/09/21
$3,753.30,;2/09/21;2/09/21
$3,774.00,;1/09/21;1/09/21
$3,806.87,;31/08/21;31/08/21
$3,834.13,;28/08/21;30/08/21
$3,870.57,;27/08/21;27/08/21
$3,865.04,;26/08/21;26/08/21
$3,861.88,;25/08/21;25/08/21
$3,867.73,;24/08/21;24/08/21
$3,874.95,;21/08/21;23/08/21
$3,876.08,;20/08/21;20/08/21
$3,861.33,;19/08/21;19/08/21
$3,868.41,;18/08/21;18/08/21
$3,830.25,;14/08/21;17/08/21
$3,887.07,;13/08/21;13/08/21
$3,950.43,;12/08/21;12/08/21
$3,979.80,;11/08/21;11/08/21
$3,988.27,;10/08/21;10/08/21
$3,949.33,;7/08/21;9/08/21
$3,910.81,;6/08/21;6/08/21
$3,911.36,;5/08/21;5/08/21
$3,913.59,;4/08/21;4/08/21
$3,865.46,;3/08/21;3/08/21
$3,867.88,;31/07/21;2/08/21
$3,836.95,;30/07/21;30/07/21
$3,902.18,;29/07/21;29/07/21
$3,918.49,;28/07/21;28/07/21
$3,904.17,;27/07/21;27/07/21
$3,874.44,;24/07/21;26/07/21
$3,866.86,;23/07/21;23/07/21
$3,855.68,;22/07/21;22/07/21
$3,842.97,;20/07/21;21/07/21
$3,808.46,;17/07/21;19/07/21
$3,809.07,;16/07/21;16/07/21
$3,796.07,;15/07/21;15/07/21
$3,826.85,;14/07/21;14/07/21
$3,824.08,;13/07/21;13/07/21
$3,829.46,;10/07/21;12/07/21
$3,850.46,;9/07/21;9/07/21
$3,815.22,;8/07/21;8/07/21
$3,782.27,;7/07/21;7/07/21
$3,777.17,;3/07/21;6/07/21
$3,775.53,;2/07/21;2/07/21
$3,748.50,;1/07/21;1/07/21
$3,756.67,;30/06/21;30/06/21
$3,713.17,;29/06/21;29/06/21
$3,739.03,;26/06/21;28/06/21
$3,770.35,;25/06/21;25/06/21
$3,773.11,;24/06/21;24/06/21
$3,784.45,;23/06/21;23/06/21
$3,758.08,;22/06/21;22/06/21
$3,753.77,;19/06/21;21/06/21
$3,730.45,;18/06/21;18/06/21
$3,690.56,;17/06/21;17/06/21
$3,693.35,;16/06/21;16/06/21
$3,626.02,;12/06/21;15/06/21
$3,589.86,;11/06/21;11/06/21
$3,588.41,;10/06/21;10/06/21
$3,597.18,;9/06/21;9/06/21
$3,609.20,;5/06/21;8/06/21
$3,657.41,;4/06/21;4/06/21
$3,642.29,;3/06/21;3/06/21
$3,671.38,;2/06/21;2/06/21
$3,715.28,;29/05/21;1/06/21
$3,729.02,;28/05/21;28/05/21
$3,747.48,;27/05/21;27/05/21
$3,735.41,;26/05/21;26/05/21
$3,750.66,;25/05/21;25/05/21
$3,738.19,;22/05/21;24/05/21
$3,721.57,;21/05/21;21/05/21
$3,682.66,;20/05/21;20/05/21
$3,655.74,;19/05/21;19/05/21
$3,682.84,;15/05/21;18/05/21
$3,728.09,;14/05/21;14/05/21
$3,734.09,;13/05/21;13/05/21
$3,703.20,;12/05/21;12/05/21
$3,714.94,;11/05/21;11/05/21
$3,765.33,;8/05/21;10/05/21
$3,800.33,;7/05/21;7/05/21
$3,846.28,;6/05/21;6/05/21
$3,831.35,;5/05/21;5/05/21
$3,816.65,;4/05/21;4/05/21
$3,740.14,;1/05/21;3/05/21
$3,712.89,;30/04/21;30/04/21
$3,699.74,;29/04/21;29/04/21
$3,717.46,;28/04/21;28/04/21
$3,659.62,;27/04/21;27/04/21
$3,640.07,;24/04/21;26/04/21
$3,630.81,;23/04/21;23/04/21
$3,639.12,;22/04/21;22/04/21
$3,636.26,;21/04/21;21/04/21
$3,606.42,;20/04/21;20/04/21
$3,595.57,;17/04/21;19/04/21
$3,620.40,;16/04/21;16/04/21
$3,665.49,;15/04/21;15/04/21
$3,666.17,;14/04/21;14/04/21
$3,653.57,;13/04/21;13/04/21
$3,650.23,;10/04/21;12/04/21
$3,634.07,;9/04/21;9/04/21
$3,639.62,;8/04/21;8/04/21
$3,645.14,;7/04/21;7/04/21
$3,645.79,;6/04/21;6/04/21
$3,678.62,;1/04/21;5/04/21
$3,736.91,;31/03/21;31/03/21
$3,705.85,;30/03/21;30/03/21
$3,665.41,;27/03/21;29/03/21
$3,658.22,;26/03/21;26/03/21
$3,635.12,;25/03/21;25/03/21
$3,589.82,;24/03/21;24/03/21
$3,553.34,;20/03/21;23/03/21
$3,569.45,;19/03/21;19/03/21
$3,578.02,;18/03/21;18/03/21
$3,553.51,;17/03/21;17/03/21
$3,575.63,;16/03/21;16/03/21
$3,575.30,;13/03/21;15/03/21
$3,534.62,;12/03/21;12/03/21
$3,561.91,;11/03/21;11/03/21
$3,598.77,;10/03/21;10/03/21
$3,623.61,;9/03/21;9/03/21
$3,640.20,;6/03/21;8/03/21
$3,647.99,;5/03/21;5/03/21
$3,676.94,;4/03/21;4/03/21
$3,646.61,;3/03/21;3/03/21
$3,622.36,;2/03/21;2/03/21
$3,624.39,;27/02/21;1/03/21
$3,588.23,;26/02/21;26/02/21
$3,578.29,;25/02/21;25/02/21
$3,590.37,;24/02/21;24/02/21
$3,602.41,;23/02/21;23/02/21
$3,555.40,;20/02/21;22/02/21
$3,537.86,;19/02/21;19/02/21
$3,545.84,;18/02/21;18/02/21
$3,518.19,;17/02/21;17/02/21
$3,515.65,;13/02/21;16/02/21
$3,525.45,;12/02/21;12/02/21
$3,557.16,;11/02/21;11/02/21
$3,583.23,;10/02/21;10/02/21
$3,554.65,;9/02/21;9/02/21
$3,543.28,;6/02/21;8/02/21
$3,558.63,;5/02/21;5/02/21
$3,522.57,;4/02/21;4/02/21
$3,534.99,;3/02/21;3/02/21
$3,561.37,;2/02/21;2/02/21
$3,559.46,;30/01/21;1/02/21
$3,585.44,;29/01/21;29/01/21
$3,636.91,;28/01/21;28/01/21
$3,591.48,;27/01/21;27/01/21
$3,582.41,;26/01/21;26/01/21
$3,525.25,;23/01/21;25/01/21
$3,477.48,;22/01/21;22/01/21
$3,476.19,;21/01/21;21/01/21
$3,482.03,;20/01/21;20/01/21
$3,466.80,;16/01/21;19/01/21
$3,469.76,;15/01/21;15/01/21
$3,478.36,;14/01/21;14/01/21
$3,487.65,;13/01/21;13/01/21
$3,478.11,;9/01/21;12/01/21
$3,459.39,;8/01/21;8/01/21
$3,428.04,;7/01/21;7/01/21
$3,450.74,;6/01/21;6/01/21
$3,420.78,;5/01/21;5/01/21
$3,432.50,;31/12/20;4/01/21
$3,482.10,;30/12/20;30/12/20
$3,495.39,;29/12/20;29/12/20
$3,493.77,;25/12/20;28/12/20
$3,482.51,;24/12/20;24/12/20
$3,444.90,;23/12/20;23/12/20
$3,442.41,;22/12/20;22/12/20
$3,420.26,;19/12/20;21/12/20
$3,410.82,;18/12/20;18/12/20
$3,416.21,;17/12/20;17/12/20
$3,422.44,;16/12/20;16/12/20
$3,426.97,;15/12/20;15/12/20
$3,433.45,;12/12/20;14/12/20
$3,448.89,;11/12/20;11/12/20
$3,465.76,;10/12/20;10/12/20
$3,487.65,;8/12/20;9/12/20
$3,467.49,;5/12/20;7/12/20
$3,481.44,;4/12/20;4/12/20
$3,533.21,;3/12/20;3/12/20
$3,558.57,;2/12/20;2/12/20
$3,591.84,;1/12/20;1/12/20
$3,611.44,;28/11/20;30/11/20
$3,620.39,;26/11/20;27/11/20
$3,643.24,;25/11/20;25/11/20
$3,632.92,;24/11/20;24/11/20
$3,649.90,;21/11/20;23/11/20
$3,647.10,;20/11/20;20/11/20
$3,647.73,;19/11/20;19/11/20
$3,635.19,;18/11/20;18/11/20
$3,639.95,;14/11/20;17/11/20
$3,646.22,;13/11/20;13/11/20
$3,650.50,;11/11/20;12/11/20
$3,646.15,;10/11/20;10/11/20
$3,738.19,;7/11/20;9/11/20
$3,763.82,;6/11/20;6/11/20
$3,807.13,;5/11/20;5/11/20
$3,823.45,;4/11/20;4/11/20
$3,858.56,;31/10/20;3/11/20
$3,849.53,;30/10/20;30/10/20
$3,841.46,;29/10/20;29/10/20
$3,810.23,;28/10/20;28/10/20
$3,812.82,;27/10/20;27/10/20
$3,782.66,;24/10/20;26/10/20
$3,776.73,;23/10/20;23/10/20
$3,784.51,;22/10/20;22/10/20
$3,830.79,;21/10/20;21/10/20
$3,842.76,;20/10/20;20/10/20
$3,846.48,;17/10/20;19/10/20
$3,854.47,;16/10/20;16/10/20
$3,843.59,;15/10/20;15/10/20
$3,856.32,;14/10/20;14/10/20
$3,824.25,;10/10/20;13/10/20
$3,839.73,;9/10/20;9/10/20
$3,837.79,;8/10/20;8/10/20
$3,826.77,;7/10/20;7/10/20
$3,843.75,;6/10/20;6/10/20
$3,881.80,;3/10/20;5/10/20
$3,842.34,;2/10/20;2/10/20
$3,865.47,;1/10/20;1/10/20
$3,878.94,;30/09/20;30/09/20
$3,859.90,;29/09/20;29/09/20
$3,867.81,;26/09/20;28/09/20
$3,873.80,;25/09/20;25/09/20
$3,863.60,;24/09/20;24/09/20
$3,813.30,;23/09/20;23/09/20
$3,790.54,;22/09/20;22/09/20
$3,725.37,;19/09/20;21/09/20
$3,714.65,;18/09/20;18/09/20
$3,703.86,;17/09/20;17/09/20
$3,683.49,;16/09/20;16/09/20
$3,697.00,;15/09/20;15/09/20
$3,709.00,;12/09/20;14/09/20
$3,700.28,;11/09/20;11/09/20
$3,717.25,;10/09/20;10/09/20
$3,757.21,;9/09/20;9/09/20
$3,702.62,;5/09/20;8/09/20
$3,653.23,;4/09/20;4/09/20
$3,653.70,;3/09/20;3/09/20
$3,683.28,;2/09/20;2/09/20
$3,745.41,;1/09/20;1/09/20
$3,760.38,;29/08/20;31/08/20
$3,820.17,;28/08/20;28/08/20
$3,846.64,;27/08/20;27/08/20
$3,867.32,;26/08/20;26/08/20
$3,843.69,;25/08/20;25/08/20
$3,827.27,;22/08/20;24/08/20
$3,792.13,;21/08/20;21/08/20
$3,766.73,;20/08/20;20/08/20
$3,784.15,;19/08/20;19/08/20
$3,783.15,;15/08/20;18/08/20
$3,767.05,;14/08/20;14/08/20
$3,755.61,;13/08/20;13/08/20
$3,749.30,;12/08/20;12/08/20
$3,770.22,;11/08/20;11/08/20
$3,769.67,;7/08/20;10/08/20
$3,775.95,;6/08/20;6/08/20
$3,792.98,;5/08/20;5/08/20
$3,768.39,;4/08/20;4/08/20
$3,733.08,;1/08/20;3/08/20
$3,739.49,;31/07/20;31/07/20
$3,716.89,;30/07/20;30/07/20
$3,718.69,;29/07/20;29/07/20
$3,679.17,;28/07/20;28/07/20
$3,690.80,;25/07/20;27/07/20
$3,660.15,;24/07/20;24/07/20
$3,627.28,;23/07/20;23/07/20
$3,628.20,;22/07/20;22/07/20
$3,651.93,;18/07/20;21/07/20
$3,627.86,;17/07/20;17/07/20
$3,611.61,;16/07/20;16/07/20
$3,638.22,;15/07/20;15/07/20
$3,617.22,;14/07/20;14/07/20
$3,615.75,;11/07/20;13/07/20
$3,633.42,;10/07/20;10/07/20
$3,625.61,;9/07/20;9/07/20
$3,631.54,;8/07/20;8/07/20
$3,633.32,;7/07/20;7/07/20
$3,645.90,;4/07/20;6/07/20
$3,660.18,;3/07/20;3/07/20
$3,723.67,;2/07/20;2/07/20
$3,756.28,;1/07/20;1/07/20
$3,758.91,;27/06/20;30/06/20
$3,735.93,;26/06/20;26/06/20
$3,722.27,;25/06/20;25/06/20
$3,706.06,;24/06/20;24/06/20
$3,733.27,;20/06/20;23/06/20
$3,760.22,;19/06/20;19/06/20
$3,749.03,;18/06/20;18/06/20
$3,741.88,;17/06/20;17/06/20
$3,758.15,;13/06/20;16/06/20
$3,746.46,;12/06/20;12/06/20
$3,674.81,;11/06/20;11/06/20
$3,643.02,;10/06/20;10/06/20
$3,599.00,;9/06/20;9/06/20
$3,565.06,;6/06/20;8/06/20
$3,597.47,;5/06/20;5/06/20
$3,588.89,;4/06/20;4/06/20
$3,651.42,;3/06/20;3/06/20
$3,716.35,;2/06/20;2/06/20
$3,718.82,;30/05/20;1/06/20
$3,723.42,;29/05/20;29/05/20
$3,743.79,;28/05/20;28/05/20
$3,725.56,;27/05/20;27/05/20
